Feature_ID,Correlacao,Status
1111,-0.0126,Podado
1112,-0.0126,Podado
1113,0.0190,Podado
1114,-0.0179,Podado
1115,-0.0126,Podado
1116,-0.0219,Podado
1117,-0.0126,Podado
1118,-0.1560,Podado
1119,-0.0253,Podado
1120,-0.0253,Podado
1121,-0.0126,Podado
1122,-0.0126,Podado
1123,-0.0179,Podado
1124,-0.0219,Podado
1125,-0.0506,Podado
1126,-0.0126,Podado
1127,-0.0179,Podado
1128,-0.0126,Podado
1129,-0.0126,Podado
1130,-0.0126,Podado
1131,-0.0456,Podado
1132,-0.0521,Podado
1133,-0.0126,Podado
1134,-0.0126,Podado
1135,-0.0126,Podado
1136,-0.0438,Podado
1137,-0.0126,Podado
1138,-0.0126,Podado
1139,-0.0179,Podado
1140,-0.0126,Podado
1141,-0.0126,Podado
1142,-0.0126,Podado
1143,-0.0126,Podado
1144,-0.0126,Podado
1145,-0.0126,Podado
1146,-0.0126,Podado
1147,-0.0126,Podado
1148,-0.0179,Podado
1149,-0.0850,Podado
1150,-0.0126,Podado
1151,-0.0915,Podado
1152,-0.0126,Podado
1153,-0.0219,Podado
1154,-0.0126,Podado
1155,-0.0126,Podado
1156,-0.0310,Podado
1157,-0.0991,Podado
1158,-0.0126,Podado
1159,-0.0179,Podado
1160,-0.0126,Podado
1161,-0.0473,Podado
1162,-0.0126,Podado
1163,-0.0506,Podado
1164,-0.0310,Podado
1165,-0.0310,Podado
1166,-0.0126,Podado
1167,-0.0219,Podado
1168,-0.0126,Podado
1169,-0.0219,Podado
1170,-0.0126,Podado
1171,-0.0456,Podado
1172,-0.0126,Podado
1173,-0.0888,Podado
1174,-0.1101,Podado
1175,-0.0705,Podado
1176,-0.0179,Podado
1177,-0.0283,Podado
1178,-0.0126,Podado
1179,-0.0126,Podado
1180,-0.0734,Podado
1181,-0.0126,Podado
1182,-0.0283,Podado
1183,-0.0283,Podado
1184,-0.0126,Podado
1185,-0.0126,Podado
1186,-0.0126,Podado
1187,-0.0126,Podado
1188,-0.0126,Podado
1189,-0.0179,Podado
1190,-0.0179,Podado
1191,-0.0219,Podado
1192,-0.0126,Podado
1193,-0.0179,Podado
1194,-0.0126,Podado
1195,-0.0126,Podado
1196,-0.0219,Podado
1197,-0.0219,Podado
1198,-0.0126,Podado
1199,-0.0551,Podado
1200,-0.0310,Podado
1201,-0.1484,Podado
1202,-0.0126,Podado
1203,-0.0463,Podado
1204,-0.0126,Podado
1205,-0.0179,Podado
1206,-0.0419,Podado
1207,-0.0126,Podado
1208,-0.0126,Podado
1209,-0.0219,Podado
1210,-0.0126,Podado
1211,-0.0126,Podado
1212,-0.0179,Podado
1213,-0.0126,Podado
1214,0.0126,Podado
1215,-0.0647,Podado
1216,-0.0460,Podado
1217,-0.4428,Selecionado
1218,-0.3567,Selecionado
1219,-0.0042,Podado
1220,-0.0343,Podado
1221,-0.0832,Podado
1222,-0.0525,Podado
1223,-0.1065,Podado
1224,0.0043,Podado
1225,-0.1047,Podado
1226,-0.0258,Podado
1227,-0.0126,Podado
1228,-0.0460,Podado
1229,-0.0706,Podado
1230,-0.0610,Podado
1231,-0.0295,Podado
1232,-0.0907,Podado
1233,0.0000,Podado (Constante)
1234,-0.1500,Podado
1235,-0.1238,Podado
1236,-0.2322,Podado
1237,0.0179,Podado
1238,-0.0219,Podado
1239,-0.0320,Podado
1240,0.5385,Selecionado
1241,0.0219,Podado
1242,0.0000,Podado (Constante)
1243,-0.0419,Podado
1244,-0.1488,Podado
1245,-0.0460,Podado
1246,-0.1264,Podado
1247,0.0170,Podado
1248,0.0000,Podado (Constante)
1249,-0.0089,Podado
1250,0.0253,Podado
1251,-0.0903,Podado
1252,-0.2513,Podado
1253,-0.2753,Podado
1254,-0.0206,Podado
1255,0.0126,Podado
1256,-0.0790,Podado
1257,-0.1101,Podado
1258,-0.0014,Podado
1259,-0.1012,Podado
1260,-0.2331,Podado
1261,-0.0419,Podado
1262,0.0219,Podado
1263,-0.0734,Podado
1264,-0.0343,Podado
1265,0.0190,Podado
1266,-0.0460,Podado
1267,-0.0526,Podado
1268,-0.0732,Podado
1269,-0.0453,Podado
1270,-0.0471,Podado
1271,-0.0359,Podado
1272,0.0000,Podado (Constante)
1273,-0.0627,Podado
1274,-0.0042,Podado
1275,-0.0379,Podado
1276,-0.2584,Podado
1277,-0.0463,Podado
1278,-0.2158,Podado
1279,-0.0192,Podado
1280,-0.0419,Podado
1281,0.0000,Podado
1282,0.0000,Podado (Constante)
1283,-0.0815,Podado
1284,-0.0618,Podado
1285,-0.0569,Podado
1286,-0.0432,Podado
1287,0.4171,Selecionado
1288,0.0000,Podado (Constante)
1289,-0.0340,Podado
